KakaoTalk Chats 자전컴과방 (27)
Date Saved : 1:13PM, January 21, 2014


11:36AM, March 8, 2013
5:32PM, March 20, 2013, 오성민 : 어디야 엘디케?
5:32PM, March 20, 2013, 동권 : (부끄)공대신양ㅋㅋ
5:32PM, March 20, 2013, 동권 : 형은?
5:32PM, March 20, 2013, 오성민 : 집 ㅋㅋㅋㅋ
5:32PM, March 20, 2013, 오성민 : 볶움밥 해먹음
5:32PM, March 20, 2013, 오성민 : 커피도 좀 내리고
5:33PM, March 20, 2013, 동권 : 녹유커네
5:33PM, March 20, 2013, 동권 : 선대숙제 지금 끝내고
5:33PM, March 20, 2013, 동권 : 끈나고 놀아야지
5:34PM, March 20, 2013, 오성민 : 좋겟다 ㅠ
5:34PM, March 20, 2013, 동권 : ㅋㅋㅋ 사실 할거많음 ㅜ
5:34PM, March 20, 2013, 동권 : 춤추고싶다
5:45PM, March 20, 2013, 오성민 : 답맞춰보자 예보
5:47PM, March 20, 2013, 오성민 : <Photo>
5:47PM, March 20, 2013, 오성민 : <Photo>
5:47PM, March 20, 2013, 오성민 : <Photo>
5:47PM, March 20, 2013, 오성민 : 맞게한건가
5:48PM, March 20, 2013, 동권 : 다맞는듯?ㅋ
5:49PM, March 20, 2013, 오성민 : (하트)(부끄)
5:49PM, March 20, 2013, 오성민 : 근데 크리티컬패스랑
5:49PM, March 20, 2013, 오성민 : 그리티컬패스딜레이랑
5:49PM, March 20, 2013, 오성민 : 딜레이가 뭐임 뭐가달라
5:50PM, March 20, 2013, 동권 : 크리티컬 패스를 지날때의 딜레이가 크패딜 아님?
5:50PM, March 20, 2013, 오성민 : ㅇㅋ

11:32PM, March 23, 2013
11:32PM, March 23, 2013, 동권 : 이번 예보에 책에나온 회로관련 내용이 있는데
11:32PM, March 23, 2013, 동권 : 책있으신분들 피피티에 없는 그림이나 내용 공유좀 ㅠㅠ
11:34PM, March 23, 2013, 정형식프원 : 애더들만 보내주면 됨.? 
11:34PM, March 23, 2013, 동권 : 풀 애더가 뭐야?
11:38PM, March 23, 2013, 동권 : 걍 그림만 보내줘도 될듯!
11:38PM, March 23, 2013, 동권 : 내용은 내가 찾아볼게 ㅋㅋ
11:39PM, March 23, 2013, 정형식프원 : <Photo>
11:39PM, March 23, 2013, 정형식프원 : <Photo>
11:39PM, March 23, 2013, 정형식프원 : <Photo>
11:40PM, March 23, 2013, 정형식프원 : 그거나오는 부분임 ㅋㅋ
11:40PM, March 23, 2013, 동권 : 끙ㅋㅋㅋ
11:40PM, March 23, 2013, 동권 : 저번학기에배웠던거네ㅜㅜ
11:40PM, March 23, 2013, 동권 : 근데 다까먹었다
11:41PM, March 23, 2013, 동권 : 무시무시ㅠㅠ

1:12AM, March 24, 2013
1:12AM, March 24, 2013, 동권 : 아 카르노맵 노가다 장난아니네 ㅋㅋㅋㅋ
7:17AM, March 24, 2013, 오성민 : 할거마늠??
3:21PM, March 24, 2013, 동권 : 많다기보단 귀찮은ㅋㅋㅋ
3:21PM, March 24, 2013, 동권 : 낼 마저 다 해야지
11:44PM, March 24, 2013, 오성민 : 이거머임
11:44PM, March 24, 2013, 오성민 : 엘원엘투가머야
11:45PM, March 24, 2013, 오성민 : 엘엠원 알엠원은 머니
11:52PM, March 24, 2013, 동권 : 풀 애더는 구글링하면 나오고
11:52PM, March 24, 2013, 동권 : 엘엠1은 가장 왼쪽에있는 1의위치
11:52PM, March 24, 2013, 동권 : 알엠1은 가장 오른쪽
11:52PM, March 24, 2013, 오성민 : 아니뭔말이야
11:55PM, March 24, 2013, 오성민 : 형식이가 찍어준 사진은 걍 에더 설명인가
11:56PM, March 24, 2013, 동권 : 사진에는
11:56PM, March 24, 2013, 동권 : 풀애더 두개 모아둔거고
11:56PM, March 24, 2013, 동권 : 걍 구글링이빠름ㅋㅋ

12:12AM, March 25, 2013
12:12AM, March 25, 2013, 오성민 : 에라모르겟다 낼할래
12:12AM, March 25, 2013, 오성민 : ㄴㅅㅅ시간전에 보자 ㅇㄷㄱ
9:53AM, March 25, 2013, 동권 : 나 저녁약속잇어서
9:54AM, March 25, 2013, 동권 : 완전일찍은못가 ㅋㅋ
9:54AM, March 25, 2013, 오성민 : <Photo>
9:54AM, March 25, 2013, 오성민 : ㅡㅡ그리기싫다
9:55AM, March 25, 2013, 동권 : 찾은게어디야 ㅋㅋㅋ
11:18AM, March 25, 2013, 남형욱 : 풀 애더가 게이트가 저렇게 많이 필요해요? ㅠ
11:19AM, March 25, 2013, 오성민 :  ㄴㄴ 저거 보니ㅣ가
11:19AM, March 25, 2013, 오성민 : xor 엄청 씀
11:19AM, March 25, 2013, 남형욱 : 낸드 열세개로 만들었는데 틀린건가..
11:19AM, March 25, 2013, 남형욱 : 아하
11:19AM, March 25, 2013, 오성민 : 매번 새러 햇드라
11:19AM, March 25, 2013, 오성민 : 저간
11:19AM, March 25, 2013, 오성민 : 저건
11:21AM, March 25, 2013, 남형욱 : S 만들때 xor 두개만 쓰면 되지 않나요 ㅋ
11:21AM, March 25, 2013, 오성민 : ㅇㅇㅇㅇ맞는데 그 밑에 앤드애 연결할때
11:22AM, March 25, 2013, 오성민 : 엑소알 썻던 아웃풋 안끌어다 쓰고
11:22AM, March 25, 2013, 오성민 : 걍 첨부터 새로운 엑스오알 들어가수
11:22AM, March 25, 2013, 남형욱 : ㅋㅋ 컴퓨터가 그렸나 보네요
11:22AM, March 25, 2013, 오성민 : 게이트가 저리 터무니 업ㄱ는거에요
11:28AM, March 25, 2013, 동권 : 지림ㅋ
11:28AM, March 25, 2013, 동권 : <Photo>
11:28AM, March 25, 2013, 동권 : 방금 발로 그림
11:34AM, March 25, 2013, 동권 : <Photo>
11:34AM, March 25, 2013, 동권 : 둘다 맞나요?ㅋㅋ
11:34AM, March 25, 2013, 동권 : 어제 너무 급하게해서...
11:38AM, March 25, 2013, 오성민 : 지리네
11:39AM, March 25, 2013, 동권 : 어제 논리식 짜두고 자고
11:39AM, March 25, 2013, 동권 : 오늘 그림ㅋㅋ
11:39AM, March 25, 2013, 동권 : <Photo>
11:39AM, March 25, 2013, 동권 : 이게 카르노맵 및 기타 잡다그림
11:40AM, March 25, 2013, you : 동권아 2번은 나랑 비슷해. 걍 LM1-2 는 A'C' + A'B'
11:41AM, March 25, 2013, you : 근데 나 adder 는 쫌 달라
11:42AM, March 25, 2013, 동권 : 어떤게??
11:42AM, March 25, 2013, you : <Photo>
11:43AM, March 25, 2013, you : 내 adder
11:46AM, March 25, 2013, 동권 : ㄷㄷ
11:46AM, March 25, 2013, 동권 : 하프애더 그렸네
11:46AM, March 25, 2013, 동권 : 하프애더가 아니긴하지만...
11:47AM, March 25, 2013, 동권 : 풀애더는 A랑 B랑 Carry랑 셋다 더해줘야대
11:47AM, March 25, 2013, 동권 : CarryOut는 올림이 되는지 안되는지 경우 따져야대구
11:49AM, March 25, 2013, you : ㅠㅠ 한번 다시 봐야겠다
11:49AM, March 25, 2013, you : 난 걍 책에 나온데로 해서
11:49AM, March 25, 2013, 오성민 : <Photo>
11:49AM, March 25, 2013, 오성민 : 이거에서
11:49AM, March 25, 2013, 오성민 : xor and or 을
11:49AM, March 25, 2013, 오성민 : 다 nand로 바꾸면 되는거아녀??
11:51AM, March 25, 2013, 동권 : 마즘ㅋ
12:00PM, March 25, 2013, 오성민 : ㅇㅋㅇㅋ
4:25PM, March 25, 2013, 동권 : 성민이형
4:25PM, March 25, 2013, 동권 : 저녁먹자
4:57PM, March 25, 2013, 오성민 : 뻘랑와
4:57PM, March 25, 2013, 동권 : 거이다옴ㅋㅋ

12:39AM, March 27, 2013
12:39AM, March 27, 2013, 동권 : (축하)(축하)(축하)(축하)(축하)
12:39AM, March 27, 2013, 동권 : 형식이형 생일축하!ㅋㅋㅋ
12:39AM, March 27, 2013, 동권 : 생일은 즐거운 논설실과 함께 하자 ㅋㅋ
12:39AM, March 27, 2013, 오성민 : 형시기이야앙 ㅠㅠ 생일축하.
12:40AM, March 27, 2013, 오성민 : 근데 낼 ㄴㅅㅅ 예보 어때?
12:40AM, March 27, 2013, 오성민 : 금방함?
12:40AM, March 27, 2013, 오성민 : 나지금 다변수 숙제때메 죽을라고..
12:40AM, March 27, 2013, 동권 : 몰라 컨씨컨브이하면 1분ㅋㅋㅋ
12:40AM, March 27, 2013, 동권 : 그릴거없어 ㅋㅋ
12:40AM, March 27, 2013, 동권 : 난 빨리 예보 쓰고 선대숙제해야하는데
12:40AM, March 27, 2013, 동권 : 기운이...빠진다....
1:04AM, March 27, 2013, 오성민 : ㅅㄱ ㅠㅠㅠㅠ
5:16PM, March 27, 2013, 킴옐 left this chatroom.

6:10PM, March 29, 2013
6:10PM, March 29, 2013, 김종석 : 근데 혹시 스누cse 다들 가입되어있나요?
6:10PM, March 29, 2013, 오성민 : 넹
6:11PM, March 29, 2013, 김종석 : 그거 가입 어떻게하는거에요?
6:11PM, March 29, 2013, 오성민 : 과사 ㄱㄱ
6:11PM, March 29, 2013, 김종석 : 아 과사가면되나요? 
감사합니다
6:11PM, March 29, 2013, 이종혁 cls09이조 : 전에 걍 가입했더니 알아서 승인해줬던 기억이
6:12PM, March 29, 2013, 동권 : 이그나이트...ㅋㅋㅋ
6:14PM, March 29, 2013, 정형식프원 : 헐 진짜네 ㅋㅋㅋ_
6:19PM, March 29, 2013, 동권 : 이그나이트엔 혈사병이죠!
6:26PM, March 29, 2013, 김종석 : ㅋㅋㅋ
9:11PM, March 29, 2013, 은진수 cls 10 : 페북에 윤수빈이 c언어랑 알고리즘 과외 올렸던데 관심있으신분 보세요
9:11PM, March 29, 2013, 은진수 cls 10 : 정보올림피아드 관련 과외라네요

11:23PM, March 30, 2013
11:23PM, March 30, 2013, 이소명 : 과외공지... 원래 문과 학생인데 미디어 공학부에 진입해서 컴퓨터에 대한 기초 과외가 필요하다고 하네요. 아마 c언어 정도로 생각하시면 될거 같아요. 그리고 제가 시급 3만원에서 4만원으로 말씀드려놨는데 혹시 관심 있으신분은 알려주세요~ 그냥 컴공과 카톡에 공지 할려고 생각했는데.. 그래도 자전 사람들 먼저 물어보고 ㅎㅎ
11:24PM, March 30, 2013, 김경태 : 학생의사는곳을올리셔야죠^^
11:24PM, March 30, 2013, 이소명 : 방배
11:28PM, March 30, 2013, 이종혁 cls09이조 : 오 제가 방배동사는데
11:28PM, March 30, 2013, 이다솔 : ㅋㅋㅋㅋㅋ나도방배동인데패슼ㅋㅋㅋㅋㅋㅋ
11:29PM, March 30, 2013, 이종혁 cls09이조 : ㅋㅋㅋㅋㅋㅋㅋㅋ
11:29PM, March 30, 2013, 이종혁 cls09이조 : 주일회정도 가볍게 하는거면 관심있는데 갠톡주세요 친추가 안되넹

10:08PM, March 31, 2013
10:08PM, March 31, 2013, 오성민 : 논설실 느님등
10:09PM, March 31, 2013, 오성민 : 이번 예보 어때요
10:09PM, March 31, 2013, 동권 : 이번예보
10:09PM, March 31, 2013, 동권 : 개어려워
10:09PM, March 31, 2013, 동권 : 낼 하루만에못함
10:09PM, March 31, 2013, 오성민 : 슈발
10:09PM, March 31, 2013, 오성민 : ..아이런
10:09PM, March 31, 2013, 오성민 : 욕햇다 미안
10:09PM, March 31, 2013, 오성민 : 레알??
10:09PM, March 31, 2013, 오성민 : ㅠㅠ
10:09PM, March 31, 2013, 동권 : 나도 지금 밤새야댈기세? 밤샘까진 아닌데 난 숙제가 겹쳐서 ㅋㅋ
10:10PM, March 31, 2013, 오성민 : 젠장
10:10PM, March 31, 2013, 오성민 : 클낫군
10:10PM, March 31, 2013, 오성민 : 예보  걍 자료만 찾으면 되는거 아님??
10:10PM, March 31, 2013, 정형식프원 : ㅜㅜ...적어도 역대 최단듯
10:10PM, March 31, 2013, 오성민 : 진짜??
10:10PM, March 31, 2013, 오성민 : 헐
10:10PM, March 31, 2013, 오성민 : 아니지금까지 배운게 뭐잇다고
10:10PM, March 31, 2013, 오성민 : 페이퍼쓸게많단거지(헤롱)
10:11PM, March 31, 2013, 동권 : 어려운게아니라 많아 ㅋㅋ
10:11PM, March 31, 2013, 오성민 : 슬프다
10:30PM, March 31, 2013, 오성민 : 케이맵이 오래거림?? 3번이 오래걸림??
10:30PM, March 31, 2013, 동권 : 카르노프가 좀 걸릴걸?
10:33PM, March 31, 2013, 오성민 : 1번은 머야
10:37PM, March 31, 2013, 동권 : 7seg dis 내부구조 그리라는듯
10:41PM, March 31, 2013, 오성민 : 나는 무슨소린지 모르겟네.
10:41PM, March 31, 2013, 오성민 : ㅠㅠㅠ나바본가바
10:41PM, March 31, 2013, 오성민 : 지하철 급히 타려고 에스컬레이터 달려 내려오다가
10:42PM, March 31, 2013, 동권 : ㅋㅋㅋㅋㅋㅋㅋㅋ
10:42PM, March 31, 2013, 오성민 : 에스컬레이터 막바지에 있는
10:42PM, March 31, 2013, 동권 : google knows everything
10:42PM, March 31, 2013, 오성민 : 저지봉에.. 진짜 정면충돌
10:42PM, March 31, 2013, 오성민 : 제대로 못걸음 (좌절) 아....
10:42PM, March 31, 2013, 동권 : ㄷㄷ
10:42PM, March 31, 2013, 동권 : ...진짜아프겠다
10:42PM, March 31, 2013, 동권 : 설입임?
10:42PM, March 31, 2013, 오성민 : ㄴㄴㄴ 대림 짐 녹두가는길
10:51PM, March 31, 2013, 오성민 : 엘디 어디서 밤샘?
10:56PM, March 31, 2013, 동권 : 집이겠지?ㅋㅋ
10:56PM, March 31, 2013, 오성민 : 글쿤
10:56PM, March 31, 2013, 동권 : 집에 맥북이 있어 ㅋㅋ
11:31PM, March 31, 2013, 동권 : 논설실 예보 1번 좋은 페이지 없나
11:34PM, March 31, 2013, 이소명 : ㅋㅋㅋㅋ 난 찾았지롱
11:35PM, March 31, 2013, 이소명 : 근데 카피 페이스트가 안되네..... 잠만 기달려 올려줄게
11:35PM, March 31, 2013, 오성민 : 땡큐
11:35PM, March 31, 2013, 동권 : ㅋㅋㅋ 소명갓
11:36PM, March 31, 2013, 동권 : 빨리 드가서 시작해야겠다
11:36PM, March 31, 2013, 동권 : 오늘 6시에 예보 뭔지 봤는데 내일할 규모가 아니어서 식겁
11:36PM, March 31, 2013, 이소명 : Seven Segment Display : Everything you need to know about - Electronics Blog - http://www.electronicsblog.org/seven-segment-display-everything-you-need-to-know-about/
11:36PM, March 31, 2013, 이소명 : 영어로 되있긴 한데 이게 가장 잘 설명되있는거 같아
11:37PM, March 31, 2013, 동권 : 근데 소명아 너네조 다 논설실 처음아님?
11:37PM, March 31, 2013, 이소명 : ㅇㅇ 왜??
11:37PM, March 31, 2013, 동권 : 근데 왤케잘해 ㅋㅋㅋ
11:38PM, March 31, 2013, 이소명 : 몰라. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ난 피복 벗기는것만 하고 유경인은 치어리더하고 최석원은 납땜만 해
11:38PM, March 31, 2013, 동권 : 난 와이어링만 1주일걸리던데 ㅋㅋ

12:08AM, April 1, 2013
12:08AM, April 1, 2013, 정형식프원 : 너 어디까지 듣다 드랍함???
12:08AM, April 1, 2013, 동권 : 16segment 구현하고 드랍ㅋㅋ
12:08AM, April 1, 2013, 정형식프원 : 헠ㅋㅋㅋㅋ 토나온다ㅜㅜ
12:09AM, April 1, 2013, 동권 : 그거 손으로 시키는거 보고 환멸느껴서 접음ㅋㅋ
1:35AM, April 1, 2013, 이현제 : ㄷㄷ 16seg....
1:58AM, April 1, 2013, 오성민 : 내가한 카르노프가 맞나모르겟네
2:08AM, April 1, 2013, 동권 : ㅋㅋㅋㅋ 난 이제 진리표짜는중
2:20AM, April 1, 2013, 호정 : 동권아 이산 솔루션 있어??
2:26AM, April 1, 2013, 동권 : 책솔루션은 없어ㅠㅠ
2:26AM, April 1, 2013, 동권 : 문제는 물어봐두댐ㅋㅋ
2:26AM, April 1, 2013, 동권 : 기억안나면 낭패
2:39AM, April 1, 2013, 호정 : ㅋㅋㅋ2차 다항식을 퀀티파이어랑 로지컬 커넥티브 이용해서 표현하라는 게 무슨 의미야?
2:39AM, April 1, 2013, 호정 : 이 책 원래 솔루션 없나?
2:40AM, April 1, 2013, 동권 : ㅋㅋㅋㅋ 이차다항식을...??
2:40AM, April 1, 2013, 동권 : 문제야그거?
2:40AM, April 1, 2013, 동권 : 이차다항식의 뭐를 논리로나타내라는거지 ㅋㅋ
2:52AM, April 1, 2013, 이현제 : 호정 너 이번 학기 이산 안 듣지 않아?
2:59AM, April 1, 2013, 호정 : 나도 뭘 어쩌라는 건지 감이 안 와서ㅋㅋ
2:59AM, April 1, 2013, 호정 : 현제야 나 이번에 사티교수님거 들음!
3:18AM, April 1, 2013, 오성민 : 오슅
4:09AM, April 1, 2013, 동권 : 사티이산...??
4:09AM, April 1, 2013, 동권 : ㄷㄷ
8:46AM, April 1, 2013, 이현제 : 1차 퀴즈 망하고 나니 싸티가 진리라는 걸 깨달은 1인....
9:01AM, April 1, 2013, 호정 : 헐 너네 퀴즈도보냥
9:01AM, April 1, 2013, 호정 : 사티교수님짱임 피피티도 엄청 좋고 맨날 깨알같은 클립아트도 넣어주심(반함)
9:04AM, April 1, 2013, 이다솔 : 쌑프는별로라든데쌑이산은좋응가봐요!
9:05AM, April 1, 2013, 전민영 cls11이조 : 쌑프 괜찮았는데
9:05AM, April 1, 2013, 전민영 cls11이조 : 교수님 강의만 빼면
9:40AM, April 1, 2013, 이현제 : 컴프도 차라리 쌑프가 나은 듯
9:40AM, April 1, 2013, 이현제 : 뭐든 엄프보단 낫겠지...
9:41AM, April 1, 2013, 이현제 : 이번에 쌑이산 자구 들을 걸 왜 믁이산 엄컴프를 신청해서 OTL
10:01AM, April 1, 2013, 동권 : 엄프 레알....슈레기라던데
10:02AM, April 1, 2013, 동권 : 이번에 이산 두개열리나?
10:02AM, April 1, 2013, 동권 : 이산은 사실 교주님이 진리인데 ㅋㅋ
10:14AM, April 1, 2013, 이다솔 : 그분이유석인교수님이에요?
10:17AM, April 1, 2013, 전민영 cls11이조 : 유경인교수님
10:18AM, April 1, 2013, 이다솔 : ??
10:18AM, April 1, 2013, 전민영 cls11이조 : ??
10:24AM, April 1, 2013, 은진수 cls 10 : 나가
10:33AM, April 1, 2013, 동권 : 유석인ㅋㅋㅋ
10:33AM, April 1, 2013, 동권 : ㅋㅋㅋㅋ유경인ㅋㅋㅋㅋ 민영이형 같이들었자나 ㅋㅋ
10:34AM, April 1, 2013, 전민영 cls11이조 : ㅇㅇㅋㅋㅋ
10:34AM, April 1, 2013, 전민영 cls11이조 : 좋음
10:34AM, April 1, 2013, 전민영 cls11이조 : 유경인쌤ㅋㅋ
10:46AM, April 1, 2013, 이현제 : ㅋㅋㅋㅋㅋㅋ
1:18PM, April 1, 2013, 동권 : <Photo>
1:18PM, April 1, 2013, 동권 : 3개했는데이지랄남ㅋㅋㅋㅋ
1:29PM, April 1, 2013, 동권 : <Photo>
1:29PM, April 1, 2013, 동권 : 7개 ㅋㅋㅋㅋ
1:33PM, April 1, 2013, 오성민 : 굿
1:33PM, April 1, 2013, 오성민 : 그앞에건근데
1:33PM, April 1, 2013, 오성민 : 각각 마다 따로 스케메틱 하라는겨
1:33PM, April 1, 2013, 오성민 : 아님 한번에 그려도 되는겨?
1:36PM, April 1, 2013, 동권 : 으잌 소명이가 내인사 씹고감ㅋㅋㅋ
1:36PM, April 1, 2013, 동권 : 난 걍 따로함
2:04PM, April 1, 2013, 동권 : 진수형 수업좀 들어와 ㅋㅋㅋ
2:21PM, April 1, 2013, 은진수 cls 10 : 나 이제 쉅끈남ㅋㅋ 지금 셔틀타고 가는중

8:38PM, April 2, 2013
8:38PM, April 2, 2013, 오성민 : 예보 어때?

3:09PM, April 3, 2013
3:09PM, April 3, 2013, 이다솔 : 걍할만해요!
3:11PM, April 3, 2013, 오성민 : 빠른 답 감사 ㅋㅋㅋㅋ 이미 다 햇어
3:16PM, April 3, 2013, 동권 : 다섯시에 나 베끼기좀ㅋㅋㅋ
3:16PM, April 3, 2013, 동권 : 나 다섯시시험끝 ㅠ
5:12PM, April 3, 2013, 동권 : 예보 1번 텍스트에 잘 설명되있나요
5:12PM, April 3, 2013, 동권 : ㅠㅠ
5:12PM, April 3, 2013, 동권 : 책이읍어ㅠㅠ
5:14PM, April 3, 2013, 오성민 : ㅇㅇ 책에있는거 그대로임
5:14PM, April 3, 2013, 동권 : 책좀 사진 ㅋㅅㅋ
5:14PM, April 3, 2013, 오성민 : 짐 챡이 없다
5:14PM, April 3, 2013, 오성민 : ㄱㄷ 집가서 찍어보내줄게
5:15PM, April 3, 2013, 동권 : (하트)
5:15PM, April 3, 2013, 동권 : 그럼 난 그새에 밥을 먹어야겟군

1:47PM, April 7, 2013
1:47PM, April 7, 2013, 동권 : 논설실팸
1:47PM, April 7, 2013, 동권 : 낼 예보 어때요
1:47PM, April 7, 2013, 동권 : 프로젝트예보인가..??
1:48PM, April 7, 2013, 오성민 : 안봐씀아직
1:48PM, April 7, 2013, 이소명 : ㄴㄴ
1:48PM, April 7, 2013, 동권 : 플젝예보면 지옥인데
1:48PM, April 7, 2013, 이소명 : 플잭은 수욜에 시작
1:48PM, April 7, 2013, 이현제 : 그냥 문제 하나 푸는 거던데 얼마 안 걸려요 내일 예보는
1:48PM, April 7, 2013, 동권 : 낼은모한대?
1:48PM, April 7, 2013, 동권 : 다행이다 ㅋㅋ
1:48PM, April 7, 2013, 오성민 : (반함)
1:48PM, April 7, 2013, 이소명 : 걍 딴 실험
1:48PM, April 7, 2013, 동권 : 굳
1:48PM, April 7, 2013, 동권 : 낼도 일찍끝내고
1:48PM, April 7, 2013, 동권 : 렛츠고파뤼
1:49PM, April 7, 2013, 오성민 : 우리내일봐용 사랑하는 논설실 팸들
1:49PM, April 7, 2013, 오성민 : 아맞다
1:49PM, April 7, 2013, 오성민 : 엘디
1:49PM, April 7, 2013, 오성민 : 우리낼 홈파티잔아
1:49PM, April 7, 2013, 오성민 : 근데 화욜날 이산퀴즈다 나
1:49PM, April 7, 2013, 동권 : 프로젝트 다같이 상부상조
1:49PM, April 7, 2013, 오성민 : (깜찍)
1:49PM, April 7, 2013, 동권 : 나 이산 에이쁠
1:49PM, April 7, 2013, 동권 : 걱정 ㄴㄴ해
1:50PM, April 7, 2013, 오성민 : (이모티콘_Frodo and Friends)그건너고
1:50PM, April 7, 2013, 오성민 : 화욜 이산공부미리해노ㅓ야겟다.. 지섭진슈동권 홈파티할라면
1:50PM, April 7, 2013, 동권 : 도와준단건데 ㅋㅋ
1:50PM, April 7, 2013, 오성민 : 먼말이야
1:50PM, April 7, 2013, 동권 : 월욜에 가서
1:50PM, April 7, 2013, 동권 : 공부 도와준단거였슴
1:51PM, April 7, 2013, 동권 : 오늘 한다니 바람직하군
1:55PM, April 7, 2013, 오성민 : ㅋㅋㅋㅋㅋㅋ 아님 낼 ㄴㅅㅅ 시간에
1:55PM, April 7, 2013, 오성민 : (부끄)(부끄)
1:56PM, April 7, 2013, 동권 : ㄴㅅㅅ시간엔 ㄴㅅㅅ를 해야지
1:56PM, April 7, 2013, 동권 : 이런 불량학생가트니
2:00PM, April 7, 2013, 오성민 : 이거 근대 교과서 예제 보라눈건 뭐디
